고유번호,구분코드,구분명,측정일자,측정수위,통신상태,위치정보
18-0015,18,금천,2025-07-20 17:16,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:15,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:14,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:13,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:12,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:11,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:10,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:09,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:08,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:07,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:06,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:05,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:04,0.03,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:03,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:02,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:01,0.03,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 17:00,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:59,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:58,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:57,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:56,0.03,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:55,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:54,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:53,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:52,0.04,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:51,0.03,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0015,18,금천,2025-07-20 16:50,0.03,통신양호,금천구 가산동 550-22 앞 맨홀<가산제1빗물펌프장 앞>
18-0016,18,금천,2025-07-20 17:22,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:21,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:20,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:19,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:18,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:17,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:16,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:15,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:14,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:13,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:12,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:11,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:10,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:09,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:08,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:07,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:06,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:05,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:04,0.06,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:03,0.06,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:02,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:01,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 17:00,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:59,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:58,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:57,0.06,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:56,0.06,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:55,0.06,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:54,0.06,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:53,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:52,0.06,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:51,0.07,통신양호,독산동 287-8 버스정류장 옆
18-0016,18,금천,2025-07-20 16:50,0.06,통신양호,독산동 287-8 버스정류장 옆
18-0017,18,금천,2025-07-20 17:22,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:21,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:20,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:19,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:18,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:17,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:16,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:15,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:14,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:13,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:12,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:11,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:10,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:09,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:08,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:07,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:06,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:05,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:04,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:03,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:02,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:01,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 17:00,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:59,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:58,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:57,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:56,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:55,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:54,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:53,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:52,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:51,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0017,18,금천,2025-07-20 16:50,0.11,통신양호,독산동 1050-9 공영주차장 옆
18-0018,18,금천,2025-07-20 17:22,0.2,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:21,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:20,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:19,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:18,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:17,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:16,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:15,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:14,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:13,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:12,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:11,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:10,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:09,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:08,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:07,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:06,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:05,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:04,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:03,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:02,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:01,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 17:00,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:59,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:58,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:57,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:56,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:55,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:54,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:53,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:52,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:51,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0018,18,금천,2025-07-20 16:50,0.21,통신양호,시흥동 899-14 청명빌라 앞 맨홀
18-0019,18,금천,2025-07-20 17:22,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:21,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:20,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:19,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:18,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:17,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:16,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:15,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:14,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:13,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:12,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:11,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:10,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:09,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:08,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:07,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:06,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:05,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:04,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:03,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:02,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:01,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 17:00,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:59,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:58,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:57,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:56,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:55,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:54,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:53,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:52,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:51,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
18-0019,18,금천,2025-07-20 16:50,0,통신양호,독산동 1094 안양천 방향 육교 앞 맨홀
19-0001,19,영등포,2025-07-20 17:22,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:21,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:20,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:19,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:18,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:17,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:16,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:15,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:14,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:13,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:12,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:11,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:10,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:09,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:08,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:07,0.26,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:06,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:05,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:04,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:03,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:02,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:01,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 17:00,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:59,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:58,0.26,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:57,0.26,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:56,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:55,0.26,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:54,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:53,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:52,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:51,0.27,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0001,19,영등포,2025-07-20 16:50,0.26,통신양호,"영등포구 시흥대로173길 14 맨홀(영림초등교뒤, 신대림자이101동앞 사거리), 최초설치2005, 시스템구축2012"
19-0002,19,영등포,2025-07-20 17:22,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:21,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:20,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:19,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:18,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:17,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:16,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:15,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:14,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:13,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:12,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:11,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:10,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:09,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:08,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:07,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:06,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:05,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:04,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:03,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:02,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:01,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 17:00,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:59,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:58,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:57,0.31,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:56,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:55,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:54,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:53,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:52,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:51,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0002,19,영등포,2025-07-20 16:50,0.32,통신양호,영등포구 영등포로53길 22옆 맨홀(영등포동주민센터앞 사거리)
19-0003,19,영등포,2025-07-20 17:22,0.12,통신양호,영등포구 선유로55길 35앞 전용맨홀(선유파크빌앞~당산초등교 담장앞)
19-0003,19,영등포,2025-07-20 17:21,0.12,통신양호,영등포구 선유로55길 35앞 전용맨홀(선유파크빌앞~당산초등교 담장앞)
